ID,Rt,Name,Train,Origin,Dest,Class,RtCl-1,RtCl-2,BL,Date,Rep Month,Rep FYR,PNR,Version,Riders,Weight,Miles,DepP,ArrP,S1,1010,1020,1025,1030,1040,1042,1044,1046,1050,1060,1070,1080,1090,1100,1110,2010,2020,2030,2040,2050,2060,2065,2070,2080,2090,2100,2110,2120,2124,2126,2130,2132,2133,2135,2140,2150,2160,2170,2180,2141,2142,2152,2162,2172,2182,2185,2190,2200,2210,2220,2410,2420,2430,2440,2450,2460,3010,3020,3030,3040,4010,4020,4030,4040,4050,4060
414556,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,11/23/2016,201611,2017,00E1F1,SDWF,1,92,178,5,23,3,90,90,NULL,NULL,NULL,8,90,90,90,90,90,90,90,90,90,90,NULL,90,90,90,90,2,NULL,NULL,90,90,90,90,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,80,80,80,90,90,90,90,NULL,NULL,90,90,90,90
414557,3,Ethan Allen,292,SAR,NYP,C,03C,03A,SC,11/24/2016,201611,2017,0FE68C,SDWF,1,92,178,21,49,1,80,NULL,NULL,NULL,NULL,8,70,90,80,90,90,90,90,90,90,90,NULL,80,90,80,80,1,70,70,60,40,50,30,80,80,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,70,60,60,60,NULL,NULL,70,80,80,80
414558,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,11/25/2016,201611,2017,11282E,SDWF,1,92,178,5,-9,4,90,100,NULL,NULL,NULL,9,100,100,100,60,80,100,70,100,80,90,NULL,100,40,90,80,2,NULL,NULL,100,100,100,100,100,100,100,NULL,NULL,1,100,100,80,100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,50,50,40,40,80,70,70,70,NULL,NULL,80,90,100,95
414559,3,Ethan Allen,292,SAR,NYP,C,03C,03A,SC,11/26/2016,201611,2017,1155BA,SDWF,1,92,178,8,-10,3,100,NULL,NULL,NULL,NULL,8,100,100,100,100,100,80,100,100,90,100,NULL,100,100,100,100,2,NULL,NULL,90,90,90,90,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,80,60,80,60,80,80,80,NULL,NULL,80,90,100,95
414560,3,Ethan Allen,296,SAR,NYP,C,03C,03A,SC,11/27/2016,201611,2017,06257D,SDWF,1,92,178,17,-3,2,100,100,NULL,NULL,NULL,8,100,100,80,80,100,100,100,90,100,90,NULL,100,80,90,90,1,80,80,90,80,80,90,100,100,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,70,70,70,70,NULL,NULL,70,NULL,NULL,90,100,100,100
414561,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,11/30/2016,201611,2017,1B7CE5,SDWF,1,92,178,7,-11,3,90,100,NULL,NULL,NULL,8,100,100,100,100,90,100,100,100,100,100,NULL,100,100,100,100,1,90,90,80,80,100,100,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,100,100,100,100,NULL,NULL,80,80,80,80
414562,3,Ethan Allen,290,SDY,NYP,C,03C,03A,SC,11/18/2016,201611,2017,0B827F,SDWF,1,92,159,0,132,2,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,90,90,90,100,NULL,100,100,100,100,2,NULL,NULL,100,100,100,10,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,100,40,70,40,100,100,100,100,NULL,NULL,40,50,100,75
467717,3,Ethan Allen,291,NYP,RUD,B,03B,03A,SC,3/6/2017,201703,2017,5CE1BC,SDWF,1,82,241,0,-23,2,100,80,NULL,NULL,NULL,8,100,100,100,100,100,100,80,80,80,100,NULL,70,100,80,80,1,90,100,100,100,100,100,100,100,80,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,100,NULL,NULL,100,100,100,100
467718,3,Ethan Allen,293,NYP,SAR,B,03B,03A,SC,3/10/2017,201703,2017,6F705D,SDWF,1,82,178,0,0,2,100,100,NULL,NULL,NULL,8,80,80,90,90,90,70,70,70,80,80,NULL,80,80,80,80,1,80,80,80,80,80,90,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,70,70,80,NULL,NULL,70,80,80,80
467719,3,Ethan Allen,291,NYP,SAR,B,03B,03A,SC,3/21/2017,201703,2017,81191A,SDWF,1,82,178,0,3,1,100,100,NULL,NULL,NULL,9,90,90,100,100,100,100,100,100,100,80,NULL,80,80,80,80,1,90,90,100,NULL,100,100,100,100,100,NULL,NULL,1,70,100,90,70,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,100,70,50,50,NULL,NULL,NULL,NULL,NULL,NULL,100,100,90,95
467720,3,Ethan Allen,293,NYP,SDY,B,03B,03A,SC,3/3/2017,201703,2017,6B3521,SDWF,1,82,159,2,0,2,90,100,NULL,NULL,NULL,8,100,100,90,60,100,100,100,90,100,100,NULL,100,100,90,100,1,100,100,100,100,100,100,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,70,90,90,90,100,100,100,100,NULL,NULL,90,100,100,100
467721,3,Ethan Allen,291,NYP,SDY,B,03B,03A,SC,3/5/2017,201703,2017,701CA1,SDWF,1,82,159,0,1,1,100,100,NULL,NULL,NULL,8,70,70,100,100,100,100,80,90,90,80,NULL,80,100,100,100,2,NULL,NULL,70,NULL,100,100,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,80,90,90,70,70,70,70,NULL,NULL,80,90,90,90
467722,3,Ethan Allen,291,NYP,SDY,B,03B,03A,SC,3/15/2017,201703,2017,6C009A,SDWF,1,82,159,2,8,2,100,100,NULL,NULL,NULL,8,90,90,90,90,100,100,90,90,90,90,NULL,90,90,80,80,2,NULL,NULL,90,80,80,90,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,80,80,80,60,NULL,NULL,80,NULL,NULL,90,90,90,90
467723,3,Ethan Allen,291,ALB,RUD,C,03C,03A,SC,3/25/2017,201703,2017,49C1A5,SDWF,1,82,100,0,-16,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,100,100,80,2,NULL,NULL,100,NULL,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,100,NULL,NULL,100,100,100,100
467724,3,Ethan Allen,291,CRT,SAR,C,03C,03A,SC,3/13/2017,201703,2017,76268C,SDWF,1,82,146,0,0,2,100,100,NULL,NULL,NULL,95,NULL,NULL,90,100,90,90,100,100,100,100,NULL,100,40,90,90,1,80,50,80,90,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,100,NULL,NULL,80,90,100,95
467725,3,Ethan Allen,290,FED,NYP,C,03C,03A,SC,3/10/2017,201703,2017,730CBE,SDWF,1,82,197,1,-4,1,0,0,NULL,NULL,NULL,8,90,100,0,0,0,50,0,0,0,100,NULL,100,100,100,100,1,10,10,20,10,0,20,100,100,50,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,30,30,30,0,30,0,80,50,50,NULL,NULL,80,80,90,85
467726,3,Ethan Allen,290,FED,NYP,C,03C,03A,SC,3/20/2017,201703,2017,80A0B5,SDWF,1,82,197,9,-8,1,90,80,NULL,NULL,NULL,95,NULL,NULL,40,40,80,80,40,80,40,90,NULL,90,80,90,90,1,80,70,80,90,80,90,80,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,80,70,80,70,80,NULL,NULL,80,NULL,NULL,80,80,80,80
467727,3,Ethan Allen,293,NYP,FED,C,03C,03A,SC,3/24/2017,201703,2017,88C0A0,SDWF,1,82,197,NULL,101,4,0,60,NULL,NULL,NULL,8,70,50,20,50,30,60,50,50,40,80,NULL,80,80,80,80,1,70,70,60,20,80,0,30,80,70,NULL,NULL,1,30,70,70,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,0,0,0,0,NULL,NULL,20,20,50,35
467728,3,Ethan Allen,293,NYP,RUD,C,03C,03A,SC,3/3/2017,201703,2017,5C2268,SDWF,1,82,241,2,-21,2,90,90,NULL,NULL,NULL,8,90,80,100,100,100,100,100,100,100,80,NULL,80,80,90,90,2,NULL,NULL,90,NULL,90,100,90,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,100,100,80,70,NULL,NULL,80,NULL,NULL,80,90,100,95
467729,3,Ethan Allen,291,NYP,RUD,C,03C,03A,SC,3/6/2017,201703,2017,641208,SDWF,1,82,241,0,-23,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,90,100,90,1,80,100,100,NULL,100,100,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,70,70,70,70,100,100,100,100,NULL,NULL,100,100,100,100
467730,3,Ethan Allen,293,NYP,RUD,C,03C,03A,SC,3/17/2017,201703,2017,5DD95B,SDWF,1,82,241,25,25,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,100,100,100,100,1,70,70,100,100,90,100,100,100,90,NULL,NULL,1,50,100,50,40,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,20,20,20,20,20,100,100,100,100,NULL,NULL,100,100,100,100
467731,3,Ethan Allen,291,NYP,RUD,C,03C,03A,SC,3/25/2017,201703,2017,7017EF,SDWF,1,82,241,0,-16,4,100,100,NULL,NULL,NULL,9,80,80,100,100,100,50,90,90,90,70,NULL,50,40,90,30,1,10,40,100,40,100,0,100,70,100,NULL,NULL,1,100,70,60,50,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,50,50,0,30,100,100,100,100,NULL,NULL,70,80,80,80
467732,3,Ethan Allen,291,NYP,RUD,C,03C,03A,SC,3/29/2017,201703,2017,897663,SDWF,1,82,241,0,-28,4,100,70,NULL,NULL,NULL,8,90,100,50,50,100,60,100,100,60,90,NULL,70,100,100,100,2,NULL,NULL,70,100,100,70,80,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,70,70,100,NULL,NULL,90,100,100,100
467733,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/8/2017,201703,2017,7722C3,SDWF,1,82,178,0,-1,1,90,90,NULL,NULL,NULL,8,90,90,70,80,90,90,90,90,90,90,NULL,90,90,90,90,2,NULL,NULL,80,NULL,90,NULL,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,90,90,90,90,NULL,NULL,90,NULL,NULL,80,80,90,85
467734,3,Ethan Allen,293,NYP,SAR,C,03C,03A,SC,3/10/2017,201703,2017,52931B,SDWF,1,82,178,0,0,2,70,90,NULL,NULL,NULL,8,80,80,60,60,90,90,90,90,90,20,NULL,80,80,70,70,1,60,70,80,NULL,90,90,90,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,60,50,40,40,90,60,60,90,NULL,NULL,70,80,80,80
467735,3,Ethan Allen,293,NYP,SAR,C,03C,03A,SC,3/10/2017,201703,2017,799D9E,SDWF,1,82,178,0,0,2,0,0,NULL,NULL,NULL,8,100,100,0,0,100,100,NULL,80,10,90,NULL,90,90,90,90,1,0,0,0,0,80,0,NULL,80,10,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,80,NULL,NULL,0,0,0,0
467736,3,Ethan Allen,293,NYP,SAR,C,03C,03A,SC,3/10/2017,201703,2017,7811DB,SDWF,1,82,178,0,0,4,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,90,90,100,90,NULL,100,100,100,80,1,70,70,100,100,100,100,100,100,100,NULL,NULL,1,50,100,90,40,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,0,0,20,NULL,NULL,80,90,80,85
467737,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/11/2017,201703,2017,5EF993,SDWF,1,82,178,0,2,1,100,100,NULL,NULL,NULL,2,100,100,60,60,100,100,90,100,100,80,NULL,90,90,70,50,1,70,50,NULL,NULL,90,90,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,100,NULL,NULL,100,100,100,100
467738,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/12/2017,201703,2017,743B29,SDWF,1,82,178,132,130,2,10,60,NULL,NULL,NULL,8,60,70,20,20,90,60,70,70,30,70,NULL,70,90,80,80,1,40,0,70,90,80,0,80,80,100,NULL,NULL,1,60,100,60,30,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,20,20,20
467739,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/16/2017,201703,2017,7C3769,SDWF,1,82,178,0,13,2,90,90,NULL,NULL,NULL,2,80,80,90,90,90,90,90,90,90,90,NULL,80,80,80,80,1,70,70,80,80,80,80,80,80,80,NULL,NULL,1,80,80,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,80,80,80,NULL,NULL,80,80,100,90
467740,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/19/2017,201703,2017,67B74E,SDWF,1,82,178,0,-1,2,80,90,NULL,NULL,NULL,8,100,100,70,70,90,70,80,80,80,90,NULL,90,90,80,80,1,80,80,70,70,70,80,90,90,90,NULL,NULL,1,80,100,90,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,80,60,50,50,100,NULL,NULL,100,NULL,NULL,80,90,100,95
467741,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,3/27/2017,201703,2017,8AD7DD,SDWF,1,82,178,0,1,2,100,100,NULL,NULL,NULL,8,90,100,100,100,100,100,100,100,100,100,NULL,100,100,100,100,1,90,80,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,90,30,80,100,100,100,100,NULL,NULL,90,90,100,95
467742,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,3/8/2017,201703,2017,776525,SDWF,1,82,159,0,-4,2,100,100,NULL,NULL,NULL,4,100,100,90,90,100,100,100,80,80,100,NULL,100,100,100,100,1,100,90,100,NULL,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,NULL,100,100,NULL,NULL,100,100,100,100
467743,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,3/12/2017,201703,2017,407D6C,SDWF,1,82,159,132,128,4,90,100,NULL,NULL,NULL,8,90,100,70,80,100,90,90,90,100,80,NULL,100,70,100,90,1,50,20,80,70,70,70,100,90,100,NULL,NULL,1,100,80,70,70,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,60,90,60,50,40,90,NULL,NULL,100,NULL,NULL,90,90,90,90
467744,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,3/21/2017,201703,2017,85C73E,SDWF,1,82,159,0,-3,4,100,100,NULL,NULL,NULL,9,100,100,100,90,100,100,100,90,100,80,NULL,90,90,100,100,2,NULL,NULL,100,80,70,100,100,100,100,NULL,NULL,1,60,100,80,40,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,80,70,30,50,100,70,70,80,NULL,NULL,100,90,100,95
467745,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,3/25/2017,201703,2017,8976DE,SDWF,1,82,159,0,6,4,100,80,NULL,NULL,NULL,9,100,100,100,100,100,80,90,90,90,100,NULL,100,100,100,100,2,NULL,NULL,100,100,90,90,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,70,NULL,NULL,90,90,100,95
467746,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,3/3/2017,201703,2017,70FDA0,SDWF,1,82,241,0,-8,4,100,90,NULL,NULL,NULL,8,30,30,100,90,90,100,80,90,90,80,NULL,90,90,90,100,1,70,100,80,NULL,80,100,100,100,100,NULL,NULL,1,70,100,40,30,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,40,30,30,30,30,90,NULL,NULL,90,NULL,NULL,80,90,100,95
467747,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,3/16/2017,201703,2017,7EB4AC,SDWF,1,82,241,0,24,4,NULL,100,NULL,NULL,NULL,9,90,90,NULL,NULL,90,90,90,90,90,70,NULL,80,80,70,80,1,50,40,30,80,90,70,70,90,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,50,70,70,NULL,NULL,NULL,60,90,90,90
467748,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,3/22/2017,201703,2017,833815,SDWF,1,82,241,0,-9,1,80,80,NULL,NULL,NULL,8,90,100,50,50,90,90,50,50,80,80,NULL,100,100,70,60,2,NULL,NULL,80,80,90,100,90,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,100,80,50,70,70,50,40,40,NULL,NULL,60,60,90,75
467749,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,3/23/2017,201703,2017,753F89,SDWF,1,82,241,0,1,3,100,100,NULL,NULL,NULL,8,100,100,90,80,100,90,90,80,80,100,NULL,100,100,90,90,1,80,60,80,100,90,90,90,80,80,NULL,NULL,1,100,100,90,80,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,90,100,90,90,70,100,90,90,NULL,NULL,100,100,100,100
467750,3,Ethan Allen,292,RUD,SDY,C,03C,03A,SC,2/19/2017,201703,2017,[blank],SDWF,1,82,82,0,-5,3,100,100,NULL,NULL,NULL,2,100,100,80,80,100,100,100,100,100,70,NULL,80,90,90,100,1,80,90,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,100,70,100,50,90,100,100,100,NULL,NULL,100,100,100,100
467751,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,3/20/2017,201703,2017,804A7E,SDWF,1,82,178,10,-8,2,100,100,NULL,NULL,NULL,95,NULL,NULL,90,90,100,100,100,100,100,90,NULL,90,100,90,90,1,0,0,100,100,60,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,100,100,100,NULL,NULL,100,100,100,100
467752,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,3/22/2017,201703,2017,802958,SDWF,1,82,178,8,-9,4,100,100,NULL,NULL,NULL,2,100,100,80,80,70,90,80,80,80,90,NULL,90,90,70,70,1,40,30,50,80,100,100,80,100,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,60,20,20,20,NULL,NULL,90,90,90,90
