ID,Rt,Name,Train,Origin,Dest,Class,RtCl-1,RtCl-2,BL,Date,Rep Month,Rep FYR,PNR,Version,Riders,Weight,Miles,DepP,ArrP,S1,1010,1020,1025,1030,1040,1042,1044,1046,1050,1060,1070,1080,1090,1100,1110,2010,2020,2030,2040,2050,2060,2065,2070,2080,2090,2100,2110,2120,2124,2126,2130,2132,2133,2135,2140,2150,2160,2170,2180,2141,2142,2152,2162,2172,2182,2185,2190,2200,2210,2220,2410,2420,2430,2440,2450,2460,3010,3020,3030,3040,4010,4020,4030,4040,4050,4060
30488,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/15/2014,201402,2014,84724F,SDWF,1,88,178,84,142,3,50,90,2,NULL,NULL,NULL,NULL,NULL,80,90,90,90,60,90,70,40,NULL,20,90,80,NULL,1,70,70,NULL,20,90,0,90,NULL,90,NULL,NULL,1,80,80,30,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,90,NULL,NULL,50,40,50,45
30489,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/16/2014,201402,2014,82924E,SDWF,1,88,178,0,21,1,80,80,2,NULL,NULL,NULL,NULL,NULL,80,80,80,80,80,80,50,80,NULL,30,60,80,80,2,NULL,NULL,80,80,80,80,80,NULL,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,80,80,80,NULL,NULL,80,80,80,80
30490,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/17/2014,201402,2014,775C08,SDWF,1,88,178,0,9,3,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,100,100,100,100,2,NULL,NULL,100,70,40,40,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,90,80,70,70,50,80,80,80,NULL,NULL,100,90,100,95
30491,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/17/2014,201402,2014,8624A9,SDWF,1,88,178,0,9,3,100,90,2,NULL,NULL,NULL,NULL,NULL,70,70,70,70,50,80,70,70,NULL,80,70,90,90,1,80,80,80,80,80,100,100,NULL,90,NULL,NULL,1,100,100,80,80,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,10,50,10,10,10,100,100,100,100,NULL,NULL,80,100,90,95
30492,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/20/2014,201402,2014,576FB6,SDWF,1,88,178,36,59,1,0,0,2,NULL,NULL,NULL,NULL,NULL,10,20,0,0,40,NULL,0,90,NULL,90,90,90,90,1,80,0,NULL,NULL,60,NULL,NULL,NULL,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,60,60,60,100,100,NULL,100,NULL,NULL,90,90,90,90
30493,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/20/2014,201402,2014,895257,SDWF,1,88,178,36,59,1,30,30,2,NULL,NULL,NULL,NULL,NULL,30,40,100,70,100,100,60,90,NULL,90,50,70,70,1,20,70,0,20,0,0,20,NULL,20,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,70,70,50,50,100,NULL,NULL,100,NULL,NULL,70,60,50,55
30494,3,Ethan Allen,291,NYP,SAR,C,03C,03A,SC,2/25/2014,201402,2014,8E5D9D,SDWF,1,88,178,0,0,1,100,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,80,90,100,90,NULL,90,80,90,80,2,NULL,NULL,90,100,100,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,90,100,90,NULL,NULL,100,90,100,95
30495,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,2/2/2014,201402,2014,608433,SDWF,1,88,159,0,-3,2,80,90,2,NULL,NULL,NULL,NULL,NULL,70,70,90,80,70,80,90,80,NULL,80,90,70,70,1,70,60,90,NULL,80,100,100,NULL,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,90,60,80,70,60,NULL,NULL,70,NULL,NULL,90,90,100,95
30496,3,Ethan Allen,291,NYP,SDY,C,03C,03A,SC,2/2/2014,201402,2014,6B70D8,SDWF,1,88,159,0,-3,2,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,80,80,100,100,2,NULL,NULL,80,80,80,80,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,100,NULL,NULL,80,90,90,90
30497,3,Ethan Allen,291,POU,RUD,C,03C,03A,SC,2/15/2014,201402,2014,83B58D,SDWF,1,88,169,100,137,2,70,70,2,NULL,NULL,NULL,NULL,NULL,80,80,80,90,80,80,80,70,NULL,80,80,80,80,2,NULL,NULL,80,70,80,50,80,NULL,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,90,NULL,NULL,80,80,90,85
30498,3,Ethan Allen,291,POU,SAR,C,03C,03A,SC,2/9/2014,201402,2014,79088A,SDWF,1,88,106,7,7,2,50,100,2,NULL,NULL,NULL,NULL,NULL,60,60,100,100,100,100,90,100,NULL,100,30,100,100,2,NULL,NULL,NULL,60,100,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,100,100,100,100,NULL,NULL,100,80,80,80
30499,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/3/2014,201402,2014,5D58B3,SDWF,1,88,241,0,-3,1,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,90,NULL,100,100,90,90,1,40,70,70,NULL,100,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,80,NULL,NULL,90,NULL,NULL,80,90,100,95
30500,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/7/2014,201402,2014,772089,SDWF,1,88,241,0,-1,1,100,70,2,NULL,NULL,NULL,NULL,NULL,60,80,90,90,90,90,90,90,NULL,90,90,90,90,1,80,80,70,50,50,80,90,NULL,70,NULL,NULL,1,60,90,60,60,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,90,90,90,80,90,80,80,NULL,NULL,90,90,90,90
30501,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/12/2014,201402,2014,7869F7,SDWF,1,88,241,0,9,1,0,90,2,NULL,NULL,NULL,NULL,NULL,70,70,90,90,70,80,80,90,NULL,90,90,80,80,1,70,70,70,90,90,100,90,NULL,70,NULL,NULL,1,NULL,50,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,50,0,0,0,NULL,NULL,80,40,80,60
30502,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/13/2014,201402,2014,7E1845,SDWF,1,88,241,0,111,2,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,60,NULL,60,80,20,30,1,0,50,NULL,60,60,50,100,NULL,100,NULL,NULL,1,80,100,80,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,90,80,60,80,60,70,70,70,NULL,NULL,90,80,90,85
30503,3,Ethan Allen,292,RUD,NYP,C,03C,03A,SC,2/15/2014,201402,2014,7F85A4,SDWF,1,88,241,0,105,2,100,90,2,NULL,NULL,NULL,NULL,NULL,80,80,100,100,100,100,100,90,NULL,90,90,90,90,1,90,60,80,60,60,40,100,NULL,90,NULL,NULL,1,40,90,60,40,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,90,90,80,60,50,60,50,NULL,NULL,60,70,60,65
30504,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/18/2014,201402,2014,630000,SDWF,1,88,241,0,30,3,80,70,2,NULL,NULL,NULL,NULL,NULL,90,90,90,100,80,70,90,60,NULL,60,70,60,60,1,40,40,50,NULL,60,70,100,NULL,90,NULL,NULL,1,80,70,70,60,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,100,90,80,90,60,80,70,70,NULL,NULL,90,80,80,80
30505,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/21/2014,201402,2014,895333,SDWF,1,88,241,0,-5,2,100,80,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,90,90,100,90,NULL,90,70,80,90,1,100,100,100,100,100,100,100,NULL,90,NULL,NULL,1,90,90,80,50,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,70,NULL,NULL,80,NULL,NULL,90,90,100,95
30506,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/24/2014,201402,2014,88170B,SDWF,1,88,241,0,-11,1,90,100,2,NULL,NULL,NULL,NULL,NULL,90,100,90,100,90,90,100,100,NULL,80,100,90,100,1,90,90,90,100,90,90,90,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,70,80,80,90,NULL,NULL,100,100,100,100
30507,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/24/2014,201402,2014,814200,SDWF,1,88,241,0,-11,3,90,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,100,70,80,80,90,NULL,90,30,90,90,1,70,80,90,80,80,90,NULL,NULL,80,NULL,NULL,1,50,100,70,60,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,60,NULL,NULL,80,90,90,90
30508,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/28/2014,201402,2014,8E7DC2,SDWF,1,88,241,0,0,2,100,100,2,NULL,NULL,NULL,NULL,NULL,70,60,100,90,100,90,90,90,NULL,80,100,90,80,1,90,80,90,80,90,90,90,NULL,100,NULL,NULL,1,90,100,80,90,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,90,90,70,80,NULL,NULL,90,90,90,90
30509,3,Ethan Allen,290,RUD,NYP,C,03C,03A,SC,2/28/2014,201402,2014,925654,SDWF,1,88,241,0,0,1,100,70,2,NULL,NULL,NULL,NULL,NULL,30,30,90,100,100,90,70,80,NULL,90,70,60,90,1,90,90,70,80,90,100,100,NULL,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,90,80,70,80,60,30,30,30,NULL,NULL,80,90,90,90
30510,3,Ethan Allen,290,RUD,SDY,C,03C,03A,SC,2/20/2014,201402,2014,850984,SDWF,1,88,82,0,-15,2,100,100,2,NULL,NULL,NULL,NULL,NULL,80,80,70,90,70,40,70,80,NULL,30,80,40,20,2,NULL,NULL,80,80,80,30,80,NULL,90,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,100,60,70,40,70,80,70,60,NULL,NULL,70,60,60,60
30511,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/4/2014,201402,2014,771665,SDWF,1,88,178,0,-7,1,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,100,80,100,100,1,90,100,100,100,100,100,100,NULL,100,NULL,NULL,1,90,100,NULL,80,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,100,NULL,NULL,100,100,100,100
30512,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/4/2014,201402,2014,773000,SDWF,1,88,178,0,-7,2,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,80,80,100,100,100,100,NULL,90,100,90,100,1,30,70,80,100,100,100,80,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,100,80,90,90,70,100,100,90,NULL,NULL,80,80,100,90
30513,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/6/2014,201402,2014,73D415,SDWF,1,88,178,2,-4,2,90,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,100,100,100,100,2,NULL,NULL,100,NULL,100,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,80,80,100,80,90,100,100,100,NULL,NULL,90,100,100,100
30514,3,Ethan Allen,292,SAR,NYP,C,03C,03A,SC,2/15/2014,201402,2014,809C27,SDWF,1,88,178,22,105,3,100,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,50,NULL,70,100,70,80,1,90,90,100,50,50,10,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,30,60,30,80,30,90,NULL,NULL,100,NULL,NULL,50,50,50,50
30515,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/19/2014,201402,2014,874629,SDWF,1,88,178,17,7,1,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,70,100,100,70,90,100,NULL,50,100,100,100,2,NULL,NULL,100,100,100,50,80,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,NULL,NULL,90,NULL,NULL,90,90,100,95
30516,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/24/2014,201402,2014,8411A4,SDWF,1,88,178,10,-11,2,90,NULL,2,NULL,NULL,NULL,NULL,NULL,80,80,50,50,90,50,70,90,NULL,90,90,90,90,1,80,80,80,NULL,80,90,100,NULL,100,NULL,NULL,1,80,90,90,70,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,90,100,100,80,80,80,80,NULL,NULL,80,90,100,95
30517,3,Ethan Allen,290,SAR,NYP,C,03C,03A,SC,2/28/2014,201402,2014,92004E,SDWF,1,88,178,6,0,2,90,NULL,2,NULL,NULL,NULL,NULL,NULL,90,90,80,70,80,60,70,90,NULL,90,90,80,80,1,80,80,70,NULL,80,90,80,NULL,90,NULL,NULL,1,60,80,90,70,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,30,50,30,20,40,60,80,70,60,NULL,NULL,80,90,80,85
30518,3,Ethan Allen,291,SAR,RUD,C,03C,03A,SC,2/20/2014,201402,2014,8978AB,SDWF,1,88,63,62,40,2,100,100,2,NULL,NULL,NULL,NULL,NULL,90,90,100,100,100,100,90,100,NULL,100,100,100,100,1,100,20,100,100,100,80,100,NULL,100,NULL,NULL,1,90,100,70,70,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,90,50,50,50,100,20,0,100,NULL,NULL,100,90,100,95
30519,3,Ethan Allen,290,SDY,NYP,C,03C,03A,SC,2/7/2014,201402,2014,788C74,SDWF,1,88,159,21,-1,1,80,90,2,NULL,NULL,NULL,NULL,NULL,50,50,80,90,50,60,60,50,NULL,70,80,60,60,2,NULL,NULL,30,NULL,60,100,80,NULL,100,NULL,NULL,1,50,80,30,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,80,80,40,70,50,60,60,70,NULL,NULL,90,80,90,85
30520,3,Ethan Allen,290,SDY,NYP,C,03C,03A,SC,2/19/2014,201402,2014,8659BD,SDWF,1,88,159,4,7,4,90,90,2,NULL,NULL,NULL,NULL,NULL,80,100,100,100,10,50,50,60,NULL,60,10,30,100,1,0,0,100,100,100,40,100,NULL,90,NULL,NULL,1,0,80,0,60,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,100,0,100,0,50,90,70,60,NULL,NULL,0,50,40,45
164,3,Ethan Allen,291,NYP,SAR,B,03B,03A,SC,10/12/2013,201310,2014,B4E9D4,SDWF,1,69,178,24,43,1,40,70,2,NULL,NULL,NULL,NULL,NULL,70,40,60,50,60,60,60,100,NULL,100,100,100,100,2,NULL,NULL,100,80,100,90,90,NULL,90,NULL,NULL,1,80,80,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,80,90,80,80,NULL,NULL,NULL,NULL,NULL,NULL,100,100,100,100
165,3,Ethan Allen,290,RUD,NYP,B,03B,03A,SC,10/11/2013,201310,2014,C54E20,SDWF,1,69,241,0,-5,2,100,NULL,2,NULL,NULL,NULL,NULL,NULL,80,80,90,100,90,90,90,100,NULL,80,100,80,90,1,70,50,100,NULL,100,100,100,NULL,100,NULL,NULL,1,100,100,100,90,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,20,20,10,20,10,80,90,90,80,NULL,NULL,90,90,100,95
166,3,Ethan Allen,290,RUD,SAR,B,03B,03A,SC,10/8/2013,201310,2014,C50E17,SDWF,1,69,63,0,-1,2,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,80,NULL,80,80,80,70,2,NULL,NULL,100,50,100,30,100,NULL,100,NULL,NULL,1,50,10,50,50,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,60,100,60,100,50,100,100,100,100,NULL,NULL,70,70,70,70
167,3,Ethan Allen,290,SAR,NYP,B,03B,03A,SC,10/31/2013,201310,2014,0BB553,SDWF,1,69,178,2,4,2,100,NULL,2,NULL,NULL,NULL,NULL,NULL,90,100,100,100,100,100,100,90,NULL,100,100,100,100,1,20,0,100,100,80,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,60,80,50,60,60,100,30,30,50,NULL,NULL,100,80,90,85
168,3,Ethan Allen,290,SDY,NYP,B,03B,03A,SC,10/25/2013,201310,2014,C0ED27,SDWF,1,69,159,21,-7,1,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,100,100,100,100,1,100,100,100,100,100,100,100,NULL,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,90,NULL,NULL,100,100,100,100
169,3,Ethan Allen,292,FED,NYP,C,03C,03A,SC,10/5/2013,201310,2014,C807AC,SDWF,1,69,197,29,-1,95,50,100,2,NULL,NULL,NULL,NULL,NULL,50,50,100,100,100,100,100,100,NULL,100,100,100,100,1,100,100,NULL,100,100,50,NULL,NULL,100,NULL,NULL,1,40,100,40,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,100,100,100,100
170,3,Ethan Allen,292,FED,NYP,C,03C,03A,SC,10/5/2013,201310,2014,D19065,SDWF,1,69,197,29,-1,4,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,100,90,100,100,1,80,80,100,20,100,20,100,NULL,100,NULL,NULL,1,20,80,100,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,80,90,NULL,NULL,100,70,100,85
171,3,Ethan Allen,290,FED,NYP,C,03C,03A,SC,10/7/2013,201310,2014,D5BD0B,SDWF,1,69,197,0,10,2,100,100,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,80,NULL,100,100,90,50,1,80,80,NULL,80,40,100,100,NULL,100,NULL,NULL,1,30,100,40,30,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,80,80,80,80,NULL,NULL,90,90,90,90
172,3,Ethan Allen,290,FED,NYP,C,03C,03A,SC,10/25/2013,201310,2014,E1CE13,SDWF,1,69,197,0,-7,3,100,100,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,100,100,100,NULL,90,100,100,100,2,NULL,NULL,100,100,100,100,100,NULL,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,NULL,NULL,100,100,100,100
